Account ID,Account Name,Parent Account ID,Parent Account,Billing Street,Billing State/Province,Billing City,Billing Zip/Postal Code,Active?
0013600001c1yJJAAY,Masonboro Country Club,0013600000s0SvQAAU,First Tee Greater Wilmington,535 The Cape Boulevard,NC,Wilmington,28412,0
0013600001c1yIfAAI,Mather GC,0013600000s0Sv6AAE,First Tee Greater Sacramento,4103 Eagles Nest Road,CA,Mather,95655,1
0011R00002aFHJuQAO,Matsubara Golf School,0013600000s0SuZAAU,First Tee Japan (Historical),Aichi,,,,1
0013600000pXnHcAAK,Mayfair Country Club,0013600000pXnGIAA0,First Tee Central Florida,3536 Country Club Road,FL,Sanford,32773,1
0013600000pXnHRAA0,Mayport Naval Station - Active Duty Military Only,0013600000pXnGEAA0,First Tee North Florida,USN Mayport Bldg 1981,FL,Mayport,32228,1
0013600001ZEQJLAA5,McKay Creek Golf Course,0013600000pYUx0AAG,First Tee Greater Portland,1416 NW Jackson Street,OR,Hillsboro,97124,1
0013600001Q3qcuAAB,McMillan Park,0013600000pXnGGAA0,First Tee Indiana,3900 Hessen Cassel Road,IN,Fort Wayne,46806,1
0013600000pYWNwAAO,Meade Activity Center,0013600000pYUxDAAW,First Tee Louisville,493 Lawrence Street,KY,Brandenburg,40108,1
0013600001c1yH3AAI,Meadow Hills Golf Course,0013600000s0SuMAAU,First Tee Colorado Rocky Mountains,3609 South Dawson Street,CO,Aurora,80014,1
0013600001c1yHbAAI,Meadow Links,0013600000s0SuyAAE,First Tee Greater Cincinnati & Northern Kentucky,10999 Mill Road,OH,Cincinnati,45240,1
0013600001c1yMKAAY,Meadow Park Golf Course,0013600000s0SvDAAU,First Tee South Puget Sound,7108 Lakewood Drive W,WA,Tacoma,98467,1
0011R000035bixnQAA,Meadow Valley Golf Club,0013600000pXnGGAA0,First Tee Indiana,57600 IN-13,IN,Middlebury,46540,1
0013600001c1yNyAAI,Meadowbrook Golf Club,0013600000s0SvHAAU,First Tee Minnesota,201 Meadowbrook Road,MN,Hopkins,55343,1
0013600000pYWKPAA4,Meadowbrook Golf Course,0013600000pYUxcAAG,First Tee Piney Woods,1306 Houston,TX,Kilgore,75662,1
0011R00002dVMPAQA4,Meadowbrook Golf Course,0013600000pXnGGAA0,First Tee Indiana,3429 Madison Ave.,IN,Anderson,46013,1
0011R000022LMh5QAG,Meadowcreek Golf Course,0013600000s0RnAAAU,First Tee Virginia Blue Ridge,1400 Pen Park Road,VA,Charlottesville,22901,1
0011R000031acmQQAQ,Meadowlark Golf Club,0013600000pXnGHAA0,First Tee Orange County,16782 Graham St.,CA,Huntington Beach,92649,1
0011R000022JcQmQAK,Meadowood Golf Course,0013600000pYUwoAAG,First Tee Cleveland,29800 Center Ridge Road,OH,Westlake,44145,1
0011R00002e60n0QAA,Meadows at GVSU,0013600000s0SvPAAU,First Tee West Michigan,4645 W Campus Drive,MI,Allendale,49041,1
001Hq00003B71RpIAJ,Meadows Park,0013600000s0SubAAE,First Tee Inland Empire,42070 Meadows Pkwy,CA,Temecula,92592,1
0011R000028SAu1QAG,Medford Lakes Country Club,0013600000pYUwzAAG,First Tee Greater Philadelphia,70 Oak Drive,NJ,Medford Lakes,8055,1
0013600000s0DdnAAE,Members Club at St. James,0013600000pYUwkAAG,First Tee Coastal Carolinas,3779 Irwin Drive SE,NC,Southport,28461,1
0011R000031aOZjQAM,Memorial Golf Course,0013600000pYUx2AAG,First Tee Greater San Antonio,221 E Doughty St,TX,Uvalde,78801,1
0011R00002awfXiQAI,Memorial Park Golf Course,0013600000pXnGBAA0,First Tee Greater Houston,1001 E Memorial Loop Drive,TX,Houston,77007,1
0013600000pYWIiAAO,Merced Golf and Country Club,0013600000pYUwmAAG,First Tee Central Valley,6333 North Golf Road,CA,Merced,95340,0
0013600000pYWLuAAO,Mercer Oaks Golf Course,0013600000pYUx4AAG,First Tee Greater Trenton,725 Village Road West,NJ,Princeton Junction,8550,1
0011R000025McuUQAS,Merrick Park Golf Course,0013600000s0SunAAE,First Tee Metropolitan New York,2550 Clubhouse Road #1,NY,Merrick,11566,1
0013600001c1yHvAAI,Mesquite Golf Club,0013600000s0SuKAAU,First Tee Greater Dallas,825 I-30,TX,Mesquite,75150,1
001Hq000039JIPoIAO,Metro Golf SportsPlex,0011R00002e5u9CQAQ,First Tee Ontario,125 Milner Ave,Ontario,Toronto,M1S 3R1,1
0013600001c1yMvAAI,Metropolitan Golf Links,0013600000s0SuwAAE,First Tee East Bay (Historical),10051 Doolittle Drive,CA,Oakland,94603,0
0011R00002yjY2CQAU,Metropolitan Golf Links,0011R00002trvRlQAI,First Tee Oakland,10051 Doolittle Dr.,CA,Oakland,94603,1
0013600000pXnGrAAK,MetroWest Golf Club,0013600000pXnGIAA0,First Tee Central Florida,2100 S Hiawassee Road,FL,Orlando,32835,1
0011R000031aqeWQAQ,Miami Lakes Golf Club,0013600000pYUxGAAW,First Tee Miami,7601 Miami Lakes Dr,FL,Hialeah,33014,1
0013600001c1yNFAAY,Michael B. Finnegan Learning Center,0013600000s0SuOAAU,First Tee Florida Gold Coast,7301 North Haverhill Road,FL,West Palm Beach,33407,1
0013600001hZpc3AAC,Michaywe Pines,0013600000s0SuCAAU,First Tee Northern Michigan,1535 Opal Lake Road,MI,Gaylord,49735,1
001Hq000039Si69IAC,Michlifen Golf and Country Club,0011R00002BgHZvQAN,First Tee Morocco,"FRJR+V3V, Ifran, Morocco",,,,1
0013600001c1yLkAAI,Micke Grove Golf Links,0013600000s0SugAAE,First Tee San Joaquin,11401 N. Micke Grove Road,CA,Lodi,95240,1
001Hq00003B7nOgIAJ,Mid - Hill Golf Center,0013600000s0SubAAE,First Tee Inland Empire,13000 Citrus St,CA,Eastvale,92880,1
0011R00002oMxD1QAK,Mid Vallee Golf Club,0013600000pYUxLAAW,First Tee Northeast Wisconsin,3850 Mid Valley Dr,WI,De Pere,54115,1
0011R00002ZfXvLQAV,Midland Country Club,0013600000pYUxdAAG,First Tee Sandhills,2205 Midland Road,NC,Pinehurst,28374,1
0013600001c1yG9AAI,Midway Par 3,0013600000pYUwkAAG,First Tee Coastal Carolinas,3101 South Kings Highway,SC,Myrtle Beach,29577,1
0013600001c1yFKAAY,Milan Creek Golf Course,0013600000pYUwjAAG,First Tee Benton Harbor,2121 W. Shawnee Rd.,MI,Baroda,49101,0
0011R00002cMWSFQA4,Miles of Golf,0013600000s0SuyAAE,First Tee Greater Cincinnati & Northern Kentucky,6400 Dixie Highway,OH,Fairfield,45014,1
0013600000pYWHxAAO,Miles of Golf,0013600000pYUwxAAG,First Tee Greater Miami Valley (Historical),6400 Dixie Highway,OH,Fairfield,45014,0
0011R00002cJMCwQAO,Milham Park Golf Course,0013600000s0SvPAAU,First Tee West Michigan,4200 Lovers Lane,MI,Kalamazoo,49001,1
0011R00002roGV0QAM,Mill River Resort,0011R00002oOfVSQA0,First Tee Atlantic,180 Mill River Resort Rd Route 136,Prince Edward Island,Woodstock,C0B 1V0,1
0013600000pYWKxAAO,Mills Creek Golf Course,0013600000pYUxAAAW,First Tee Lake Erie,1933 Mills St.,OH,Sandusky,44870,0
0013600001joukfAAA,Millsite Golf Course,0013600000s0SvNAAU,First Tee Utah,3000 Canyon Road,UT,Ferron,84523,0
0013600000pYWL4AAO,Miner Hills,0013600000pYUwpAAG,First Tee Connecticut,80 Miner Hills Drive,CT,Middletown,6457,0
0013600000rztgkAAA,Minibel Par 3  Golf Course,0013600000pYUxgAAG,First Tee West Virginia,2701 1st Ave.,WV,Vienna,26105,1
0013600001c1yGQAAY,Minnesott Golf Course,0013600000pYUwkAAG,First Tee Coastal Carolinas,806 Country Club Dr.,NC,Arapahoe,28510,1
0011R00002LgojiQAB,Mino-Seki CC,0013600000s0SuZAAU,First Tee Japan (Historical),"3984 Tonohora, Seki",,Gifu,501-3206,1
0011R000022L4uTQAS,Mint Valley Golf Course,0013600000s0SvDAAU,First Tee South Puget Sound,4002 Pennsylvania Street,WA,Longview,98632,1
0011R000031YjUKQA0,Mirimichi Golf Course,0013600000pYUxIAAW,First Tee Tennessee,6195 Woodstock Cuba Rd,TN,Millington,38053,1
0013600000pYWOOAA4,Miromar Lakes Golf Course,0013600000pYUxKAAW,First Tee Naples/Collier,18520 Miromar Lakes Blvd. West,FL,Miromar Lakes,33913,0
0011R00002DlkStQAJ,Mirror Lake Golf Club,0013600000s0Su8AAE,First Tee Metro Atlanta,1000 Cannongate Blvd,GA,Villa Rica,30180,1
0013600000pYWIpAAO,Mission Del Lago,0013600000pYUx2AAG,First Tee Greater San Antonio,1250 Mission Grande,TX,San Antonio,78221,0
0011R00002az4r3QAA,Mission Hills Country Club,0013600000s0Su7AAE,First Tee Coachella Valley,34-600 Mission Hills Drive,CA,Rancho Mirage,92270,1
0013600001c1yMyAAI,Mission Hills Golf Course,0013600000s0SuwAAE,First Tee East Bay (Historical),275 Industrial Parkway,CA,Hayward,94544,0
0011R00002vtbxaQAA,Mission Inn Resort and Club,0013600000pXnGIAA0,First Tee Central Florida,10400 FL-48,FL,Howey-In-The-Hills,34737,1
0011R000035bYhhQAE,Mission Lakes Country Club,0013600000s0Su7AAE,First Tee Coachella Valley,8484 Clubhouse Blvd,CA,Desert Hot Springs,92240,1
0013600001c1yL2AAI,Mistwood Golf Course,0013600000s0SuCAAU,First Tee Northern Michigan,7568 Ole White Dr.,MI,Lake Ann,49650,0
0013600000pYWOoAAO,Moccasin Creek Country Club,0013600000pYUxXAAW,First Tee South Dakota,4807 130th St. NE,SD,Aberdeen,57401,1
0013600000pYWIgAAO,Modesto Municipal Golf Course,0013600000pYUwmAAG,First Tee Central Valley,400 Tuolumne Blvd.,CA,Modesto,95351,0
0013600001c1yOUAAY,Mohawk Golf Course,0013600000s0SvLAAU,First Tee Tulsa,5223 East 41st Street North,OK,Tulsa,74115,1
0013600001c1yFUAAY,Monarch Dunes Golf Course,0013600000s0SuFAAU,First Tee Central Coast,1606 Trilogy Parkway,CA,Nipomo,93444,1
0013600000pYWJrAAO,Monona Golf Course,0013600000pYUxWAAW,First Tee South Central Wisconsin,111 East Dean Ave,WI,Madison,53716,1
0011R00002oNLGDQA4,Montcalm Golf Club,0013600000s0Sv9AAE,First Tee New Hampshire,2 Smith Pond Rd.,NH,Enfield,3748,1
0013600001c1yMxAAI,Montclair Golf,0013600000s0SuwAAE,First Tee East Bay (Historical),2477 Monterey Boulevard,CA,Oakland,94611,0
0013600001c1yKmAAI,Monterey Pines Golf Course,0013600000s0SurAAE,First Tee Monterey County,Fairground Rd. and Garden Rd.,CA,Monterey,93940,0
0011R00002IOFwGQAX,Montevideo Elementary,0013600000s0SvFAAU,First Tee Tri-Valley,13000 Broadmore Drive,ca,San Ramon,94583,1
001Hq000035dqJeIAI,Morehead City Country Club,0013600000pYUwkAAG,First Tee Coastal Carolinas,2900 Country Club Road,NC,Morehead City,28557,1
0011R00002qFnaHQAS,Morgans Crossing,0013600000pYUxhAAG,First Tee Western New York,760 Scottsville-Chili Road,14546,Scottsville,New York,1
0011R00002oPDvGQAW,Morgan's Crossing,0013600000pYUxhAAG,First Tee Western New York,760 Scottsville-Chili Road,NY,Scottsville,14546,1
0013600000pXnH4AAK,Morningstar Golf Club,0013600000pXnGGAA0,First Tee Indiana,217 South Mitthoeffer,IN,Indianapolis,46229,0
0011R00001xCCfRQAW,Morongo Golf Club at Tukwet Canyon,0013600000s0SubAAE,First Tee Inland Empire,36211 Champions Drive,CA,Beaumont,92223,1
0013600001c1yFOAAY,Morrilton Country Club,0013600000s0SuhAAE,First Tee Central Arkansas,1000 Country Club Rd.,AR,Morrilton,72110,1
0013600001c1yFaAAI,Morro Bay Golf Course,0013600000s0SuFAAU,First Tee Central Coast,201 State Park Rd.,CA,Morro Bay,93442,1
0013600001c1yK3AAI,Mosholu Golf Course & Driving Range,0013600000s0SunAAE,First Tee Metropolitan New York,3545 Jerome Avenue,NY,Bronx,10467,1
0011R00002iTxLlQAK,Mount Ogden Golf Course,0013600000s0SvNAAU,First Tee Utah,1787 Constitution Way,UT,Ogden,84003,1
0013600000pYWJpAAO,Mount Pleasant Golf Course,0013600000pYUwsAAG,First Tee Greater Baltimore,6001 Hillen Rd.,MD,Baltimore,21239,1
0013600001c1yF5AAI,Mount Vintage Plantation,0013600000s0Su5AAE,First Tee Aiken,375 Mt. Vintage Plantation Drive,SC,North Augusta,29860,1
0013600000pYWIwAAO,Mountain View Golf Club,0013600000pYUx4AAG,First Tee Greater Trenton,850 Bear Tavern Road,NJ,Ewing,8628,1
0013600001iOkqcAAC,Mountain View Par 3 Golf,0013600000pYUxZAAW,First Tee Upstate South Carolina,1205 Turpin Road,SC,Inman,29349,1
0013600000pYWKKAA4,Mountaineer Golf Course,0013600000pYUxgAAG,First Tee West Virginia,212 Brand Rd.,WV,Maidsville,26541,0
0013600001iQUKbAAO,Mr. Golf,0013600000pYUxLAAW,First Tee Northeast Wisconsin,3111 Monroe Road,WI,De Pere,54115,1
0011R000029fOmsQAE,Mt. Adams Golf Course,0013600000s0SvRAAU,First Tee Central Washington,1250 Rocky Ford Road,WA,Toppenish,98948,1
0013600001c1yHSAAY,Mud Run Golf Course and Driving Range,0013600000s0Su6AAE,First Tee Greater Akron,2000 South Hawkins Avenue,OH,Akron,44314,1
0011R00002Q3hL6QAJ,Mulick Park Elementary,0013600000s0SvPAAU,First Tee West Michigan,1761 Rosewood Ave SE,MI,Grand Rapids,49506,1
0011R00002oNxbaQAC,Mulligans,0013600000s0SvNAAU,First Tee Utah,692 W 10600 S,UT,South Jordan,84095,1
0011R00002ZezlYQAR,MULLIGAN'S POINTE GOLF COURSE,0013600000s0SvOAAU,First Tee Delaware,22426 SUSSEX PINES ROAD,DE,GEORGETOWN,19947,1
0013600001c1yH1AAI,Murphy Creek Golf Course,0013600000s0SuMAAU,First Tee Colorado Rocky Mountains,1700 South old Tom Morris Road,CO,Aurora,80018,1
0013600000pYWOUAA4,Murrysville Golf Club,0013600000pYUxQAAW,First Tee Pittsburgh,3804 Sardis Rd.,PA,Murrysville,15668,0
0011R00002LgphfQAB,Muskego Lakes Country Club,0013600000s0SusAAE,First Tee Southeast Wisconsin,S100 W14020 Loomis Road,WI,Muskego,53160,0
0013600001c1yOvAAI,Muskegon Country Club,0013600000s0SvPAAU,First Tee West Michigan,2801 Lakeshore Drive,MI,Muskegon,49441,1
0011R00002iTiBZQA0,Musqueam Golf & Learning Academy,0011R00002azqbjQAA,First Tee British Columbia,3904 W 51st Ave,BC,Vancouver,V6N 3W1,1
001Hq000036nXm2IAE,Myrtle Beach PGA Tour Superstore,0013600000pYUwkAAG,First Tee Coastal Carolinas,1400 29th Ave N,SC,Myrtle Beach,29577,1
0013600001c1yFEAAY,Mystery Valley Golf Club,0013600000s0Su8AAE,First Tee Metro Atlanta,6094 Shadow Rock Drive,GA,Lithonia,30058,1
0011R00002LgoM0QAJ,Nagano-Kokusai CC,0013600000s0SuZAAU,First Tee Japan (Historical),"1313 Mure, Lizuna-macni",,Nagano,389-1211,1
0011R00002BeNgiQAF,Naniloa Golf Course,0013600000s0DYFAA2,First Tee Hawaii,120 Banyan Dr,HI,Hilo,96720,0
0013600001If1T5AAJ,Naples Beach Hotel & Golf Club,0013600000pYUxKAAW,First Tee Naples/Collier,851 Gulf Shore Boulevard North,FL,Naples,34102,1
0011R00002LgojnQAB,Narita GC,0013600000s0SuZAAU,First Tee Japan (Historical),"127 Omuro, Narita",,Chiba,286-0821,1
0013600000pXnHSAA0,NAS Jacksonville - Active Duty Military Only,0013600000pXnGEAA0,First Tee North Florida,P.O. Box 14 NAS,FL,Jacksonville,32212,1
0013600001c1yKpAAI,Nashua Country Club,0013600000s0Sv9AAE,First Tee New Hampshire,25 Fairway Street,NH,Nashua,3060,1
0013600001hZpLSAA0,Nashville National,0013600000pYUxIAAW,First Tee Tennessee,1725 New Hope Road,TN,Joelton,37080,1
001Hq00003B7I32IAF,Nature Walk Golf Club,0013600000pYUxNAAW,First Tee Gulf Coast,2900 Club House Turn,FL,Lynn Haven,32555,1
0013600001fgelVAAQ,Navesink Country Club,0013600000pYUxJAAW,First Tee Jersey Shore,50 Luffburrow Lane,NJ,Middletown,7748,0
00136000014qrWVAAY,Needwood Golf Course,0013600000pXnGKAA0,"First Tee Greater Washington, DC",6724 Needwood Road,MD,Derwood,20853,1
0013600000pYWOTAA4,Nemacolin Woodlands Resort,0013600000pYUxQAAW,First Tee Pittsburgh,1001 Lafayette Dr.,PA,Farminton,15437,0
0013600001c1yHdAAI,Neumann GC,0013600000s0SuyAAE,First Tee Greater Cincinnati & Northern Kentucky,7215 Bridgetown Rd.,OH,Cincinnati,45248,1
0011R00002ZfCtGQAV,Nevada Bob's Golf Shop,0013600000s0SvTAAU,First Tee Central Mississippi,4800 Interstate 55 North Frontage Rd,MS,Jackson,39211,1
0013600000pYWLUAA4,New Jersey National Golf Club,0013600000pYUxRAAW,First Tee Raritan Valley,579 Allen Road,NJ,Basking Ridge,7920,0
001Hq00003B7fp7IAB,Newport Indoor Golf,001Hq000039IVwgIAG,First Tee Rhode Island,1947 W Main Rd,RI,Portsmouth,2871,0
0011R00001xCE43QAG,Newtown Athletic Club,0013600000pYUwzAAG,First Tee Greater Philadelphia,120 Pleasant Run,PA,Newtown,18940,1
0013600000veGxrAAE,Next Level Golf USA - Indoor Performance,0013600000pXnGKAA0,"First Tee Greater Washington, DC",312 Victory Drive,VA,Herndon,20170,0
0013600001c1yOzAAI,Niagara Frontier Country Club,0013600000pYUxhAAG,First Tee Western New York,1058 Lake Road,NY,Youngstown,14174,0
0011R00002YVS6HQAX,Niagra County Golf Course,0013600000pYUxhAAG,First Tee Western New York,314 Davidson RD,NY,Lockport,14051,1
0013600001gpHYgAAM,Nine Springs Golf Course,0013600000pYUxWAAW,First Tee South Central Wisconsin,2201 Traceway Drive,WI,Fitchburg,53713,1
0011R000022Lx6ZQAS,No Gimmies Golf School @ Black Beards,0013600000pYUxJAAW,First Tee Jersey Shore,136 Atlantic City Boulevard,NJ,Bayville,8721,0
0013600000pYWM6AAO,Nor Cal Performance Golf Center,0013600000pYUwmAAG,First Tee Central Valley,5150 McHenry Avenue,CA,Modesto,95356,0
0013600000pXnI6AAK,North Branch Golf Course,0013600000pXnGGAA0,First Tee Indiana,8492 E Base Rd,IN,Greensburg,47240,1
0011R000029dqWXQAY,North Conway Country Club,0013600000s0Sv9AAE,First Tee New Hampshire,76 Norcross Circle,NH,North Conway,3860,1
001Hq000036nOpVIAU,North Myrtle Beach PGA Tour Superstore,0013600000pYUwkAAG,First Tee Coastal Carolinas,2310 Hwy 17 S,SC,North Myrtle Beach,29582,1
0011R00002oLnIGQA0,North Palm Beach Country Club,0013600000s0SuOAAU,First Tee Florida Gold Coast,951 US Highway 1,FL,North Palm Beach,33408,1
0013600000pYWOWAA4,North Park Golf Course,0013600000pYUxQAAW,First Tee Pittsburgh,10150 Kummer Road,PA,Allison Park,15101,1
0013600000pXnHqAAK,North Ridge Country Club,0013600000pXnGDAA0,First Tee Triangle,6612 Falls of Neuse Road,NC,Raleigh,27615,0
0013600001c1yMTAAY,North Shore Golf Course,0013600000s0SvDAAU,First Tee South Puget Sound,4101 Northshore Blvd. NE,WA,Tacoma,98422,1
001Hq000035dqJtIAI,North Shore Golf Course,0013600000pYUwkAAG,First Tee Coastal Carolinas,101 N Shore Drive,NC,Sneads Ferry,28460,1
0013600001c1yKDAAY,North Woodmere Golf Course,0013600000s0SunAAE,First Tee Metropolitan New York,750 Hungry Harbor Road,NY,Valley Stream,11581,1
00136000016Vi48AAC,Northbrook Country Club,0013600000pYUxLAAW,First Tee Northeast Wisconsin,407 Northbrook Rd,WI,Luxemburg,54217,1
0011R00001zi3ZZQAY,Northern Hills Golf Course,0013600000s0SvHAAU,First Tee Minnesota,4721 West Circle Drive NW,MN,Rochester,55901,1
0013600000pYWNDAA4,Northmoor Country Club,0013600000pYUwuAAG,First Tee Greater Chicago,820 Edgewood Rd.,IL,Highland Park,60035,0
001Hq00003AduWaIAJ,Northshore Golf Range,0013600000s0SuhAAE,First Tee Central Arkansas,5401 Northshore Cove,AR,North Little Rock,72118,1
0011R000031ZyYEQA0,NorthSide Golf Club at Theodore Wirth GC,0013600000s0SvHAAU,First Tee Minnesota,1301 Theodore Wirth Pkwy,MN,Minneapolis,55422,1
0011R00002iTmhmQAC,Northview Golf & Country Club,0011R00002azqbjQAA,First Tee British Columbia,6857 168 ST,BC,Surrey,V3S 3T6,0
0011R000031b8vVQAQ,Northview Golf Course,0011R00002azqbjQAA,First Tee British Columbia,6857 168 St.,BC,Surrey,V3S 3T6,0
00136000014qrUZAAY,Northwest Golf Course,0013600000pXnGKAA0,"First Tee Greater Washington, DC",15711 Layhill Road,MD,Silver Spring,20906,1
0013600000pYWOXAA4,Norvel Golf Course,0013600000pYUxQAAW,First Tee Pittsburgh,168 Holly Pl.,PA,Mt. Pleasant,15666,0
0013600000pXnI4AAK,Notre Dame Burke Golf Course,0013600000pXnGGAA0,First Tee Indiana,Dorr Rd. & US 933,IN,Notre Dame,46556,0
0013600001c1yMUAAY,Noyes Park Golf Course,0013600000s0SusAAE,First Tee Southeast Wisconsin,8235 W Good Hope Rd,WI,Milwaukee,53233,1
0011R00002FaZ0nQAF,Nueva Vista Golf Club,0011R00002Dl9orQAB,First Tee West Texas,6101 West Wadley Ave,TX,Midland,79707,1
0013600001bzDdqAAE,Oak Forest Country Club,0013600000pYUxcAAG,First Tee Piney Woods,2044 Oak Forest CC Drive,TX,Longview,75605,1
0013600000rzthPAAQ,Oak Harbor,0013600000pYUwyAAG,First Tee Greater New Orleans,201 Oak Harbor Blvd,LA,Slidell,70458,1
0013600000pYWKsAAO,Oak Harbor Golf Club,0013600000pYUxAAAW,First Tee Lake Erie,10433 County Road 17,OH,Oak Harbor,43449,1
0013600001c1yNdAAI,Oak Hollow Golf Course,0013600000pYUxeAAG,First Tee Central Carolina,3400 N. Centennial St.,NC,High Point,27265,1
0013600001c1yI4AAI,Oak Hollow Golf Course,0013600000s0SuKAAU,First Tee Greater Dallas,3005 North MacDonald Street,TX,McKinney,75071,1
0013600001c1yJ9AAI,Oak Hurst Golf Course,0013600000pYUx5AAG,First Tee Greater Tyler,6212 CR 152 W,TX,Bullard,75757,1
0013600001c1yG2AAI,Oak Island Golf Club,0013600000pYUwkAAG,First Tee Coastal Carolinas,928 Caswell Beach Road,NC,Caswell Beach,28465,1
0013600001c1yG4AAI,Oak Island Par 3 at South Harbour Village,0013600000pYUwkAAG,First Tee Coastal Carolinas,4188 Vanessa Drive,NC,Oak Island,28465,1
0013600000pYWKQAA4,Oak Lawn Municipal Golf Course,0013600000pYUxcAAG,First Tee Piney Woods,4307 Victory Drive,TX,Marshall,75672,1
00136000013VQINAA4,Oak Marr Golf Course,0013600000pXnGKAA0,"First Tee Greater Washington, DC",3136 Jermantown Road,VA,Oakton,22124,1
0011R00002YTwz7QAD,Oak Mill Fun Park,0013600000s0Sv2AAE,First Tee Foothills (Historical),1650 N. Post Rd,NC,Shelby,28150,0
0013600001c1yIJAAY,Oak Ridge Country Club,0013600000pYUxIAAW,First Tee Tennessee,150 Gum Hollow Rd.,TN,Oak Ridge,37813,1
0011R00002Q3hLVQAZ,Oak Ridge Golf Club,0013600000s0SvPAAU,First Tee West Michigan,513 W Pontaluna Rd,MI,Norton Shores,49444,1
0013600000pXnH5AAK,Oak Tree Golf Club,0013600000pXnGGAA0,First Tee Indiana,4712 US 40,IN,Plainfield,46168,1
0011R00002NSbWeQAL,Oak Tree Golf Course,0013600000pXnGGAA0,First Tee Indiana,4712 East US 40,Indiana,Plainfield,46168,0
0013600001YP3DDAA1,Oak Valley Golf Club,0013600000s0SubAAE,First Tee Inland Empire,1888 Golf Club Drive,CA,Beaumont,92223,1
0011R00002qGQBWQA4,Oakdale Golf & Country Club,0011R00002e5u9CQAQ,First Tee Ontario,2388 Jane Street,Ontario,North York,M3M 1A8,1
0011R000031a9GbQAI,Oakfield Golf and Country Club,0011R00002oOfVSQA0,First Tee Atlantic,6055 Highway #2,Nova Scotia,Enfield,B2T 1C6,1
0011R00002GzY94QAF,Oakhaven Golf Club,0013600000pXnGJAA0,First Tee Central Ohio,2871 US 23,OH,Delaware,43015,1
0013600001y7tTOAAY,Oakridge Upper Elementary School,0013600000s0SvPAAU,First Tee West Michigan,481 South Wolf Lake Road,MI,Muskegon,49442,1
0013600001fgfLjAAI,Oaks National Golf Club,0013600000pXnGIAA0,First Tee Central Florida,1500 The Oaks Blvd.,FL,Kissimmee,34746,0
0013600001c1yIMAAY,Ocala Golf Club,0013600000s0SuvAAE,First Tee Greater Ocala (Historical),3130 E Silver Springs Blvd.,FL,Ocala,34470,0
0011R00002oNM1SQAW,OCEAN RESORTS GOLF CLUB,0013600000s0SvOAAU,First Tee Delaware,10655 Cathell Road,MD,Berlin,21811,1
001Hq000036nXm1IAE,Ocean Ridge Plantation,0013600000pYUwkAAG,First Tee Coastal Carolinas,53 Ocean Ridge Pkwy SW,NC,Ocean Isle Beach,28469,1
0013600001ZFu7ZAAT,Oceanside Country Club,0013600000pXnGEAA0,First Tee North Florida,75 North Halifax Drive,FL,Ormond Beach,32476,0
0013600000pYWJqAAO,Odana Hills Golf Course,0013600000pYUxWAAW,First Tee South Central Wisconsin,4635 Odana Road,WI,Madison,53711,1
0013600000pYWNZAA4,OGA Golf Course,0013600000pYUx0AAG,First Tee Greater Portland,2850 HazeLaneut Drive,OR,Woodburn,97071,1
0013600001Cu3nyAAB,Oglebay,0013600000pYUxgAAG,First Tee West Virginia,465 Lodge Drive,WV,Wheeling,26003,1
0013600000pYWMtAAO,Ohio State University,0013600000pXnGJAA0,First Tee Central Ohio,"2001 Fyffe Rd
Howlett Hall",OH,Columbus,43210,1
0013600001c1yNGAAY,Okeeheelee Golf Course,0013600000s0SuOAAU,First Tee Florida Gold Coast,7715 Forest Hill Blvd.,FL,West Palm Beach,33413,1
0013600001c1yOXAAY,Ol' Colony Golf Complex,0013600000s0SvMAAU,First Tee Tuscaloosa (Historical),401 Old Colony Road,AL,Tuscaloosa,35406,0
0013600001c1yHuAAI,Old Brickyard Golf Course,0013600000s0SuKAAU,First Tee Greater Dallas,605 N I-45,TX,Ferris,75125,0
0011R00002oOfAjQAK,Old Channel Trail Golf Course,0013600000s0SvPAAU,First Tee West Michigan,8325 N Old Channel Trail,MI,Montague,49437,1
0013600001c1yMGAAY,Old Dane Golf Club,0013600000s0SuuAAE,First Tee Siouxland,466 Highway 35,NE,Dakota City,68731,1
0011R00002JekJ1QAJ,Old Hickory Golf Club LLC,0013600000s0Sv1AAE,First Tee Prince William County,11921 Chanceford Drive,va,woodbridge,22192,1
0011R00002slmQmQAI,Old South Golf Links,0013600000s0SufAAE,First Tee The Lowcountry,50 Buckingham Plantation Drive,SC,Bluffton,29910,1
0013600001jpLZ4AAM,Old York Road Country Club,0013600000pYUwzAAG,First Tee Greater Philadelphia,801 Tennis Ave,PA,Ambler,19002,1
0013600001c1yNDAAY,Olde Beaufort Golf Club,0013600000s0SufAAE,First Tee The Lowcountry,139 Francis Marion Circle,SC,Beaufort,29907,1
0013600001c1yG3AAI,Olde Fort Golf Club,0013600000pYUwkAAG,First Tee Coastal Carolinas,3189 River Road SE,NC,Winnabow,28479,1
0013600001hWXE4AAO,Olde Homestead Golf Club,0013600000s0SuiAAE,First Tee Lehigh Valley & Berks,6598 Route 309,PA,New Tripoli,18066,0
0011R00002RDmGIQA1,Olde Pointe Country Club,0013600000s0SvQAAU,First Tee Greater Wilmington,513 Country Club Drive,NC,Hampstead,28443,1
00136000014qrVNAAY,Olney Golf Park,0013600000pXnGKAA0,"First Tee Greater Washington, DC",3414 Emory Church Road,MD,Olney,20832,1
