Account ID,Account Name,Parent Account ID,Parent Account,Billing Street,Billing State/Province,Billing City,Billing Zip/Postal Code,Active?
0013600001c1yHfAAI,Green Hills Golf Course Practice and Play,0013600000s0SuyAAE,First Tee Greater Cincinnati & Northern Kentucky,14 Enfield St.,OH,Cincinnati,45218,0
0013600001c1yMCAAY,Green Valley - Floyd Golf Club,0013600000s0SuuAAE,First Tee Siouxland,4100 Donner Ave,IA,Sioux City,51106,1
0011R000031YxMxQAK,Green Valley Country Club,0011R00002YU0JoQAL,First Tee Central Florida,14601 Green Valley Blvd,FL,Clermont,34711,1
00136000017lddeAAA,Green Valley Country Club,0013600000pXnGIAA0,First Tee Central Florida,14601 Green Valley Blvd.,FL,Clermont,34711,0
0013600001EDyZ3AAL,Green Valley Country Club,0013600000pYUxZAAW,First Tee Upstate South Carolina,225 Green Valley Road,SC,Greenville,29617,0
0011R000031YblTQAS,Green Valley Country Club,0013600000pXnGIAA0,First Tee Central Florida,14601 Green Valley Blvd.,FL,Clermont,34711,1
001Hq00003B7foxIAB,Green Valley Country Club,001Hq000039IVwgIAG,First Tee Rhode Island,371 Union Street,RI,Portsmouth,2871,1
0013600001c1yMFAAY,Green Valley Golf Club,0013600000s0SuuAAE,First Tee Siouxland,4300 Donner Avenue,IA,Sioux City,51106,1
0013600000pYWILAA4,Green Valley Ranch Golf Club,0013600000pYUx6AAG,First Tee Green Valley Ranch,20309 E. 48th Pl.,CO,Denver,80249,1
0013600001c1yMZAAY,Greenfield Park Golf Course,0013600000s0SusAAE,First Tee Southeast Wisconsin,12035 West Greenfield Avenue,WI,Milwaukee,53214,0
0013600001c1yLlAAI,Greenhorn Creek Resort,0013600000s0SugAAE,First Tee San Joaquin,711 McCauley Ranch Road,CA,Angels Camp,95222,1
0013600001c1yNcAAI,Greensboro National Golf Club,0013600000pYUxeAAG,First Tee Central Carolina,330 Niblick Drive,NC,Summerfield,27358,1
0013600000pYWNGAA4,Greenshire Par 3 Golf Course,0013600000pYUwuAAG,First Tee Greater Chicago,11001 S. Doty Avenue,IL,Chicago,60617,1
0013600001EGECHAA5,Greenville Junior Golf Land,0013600000pYUxZAAW,First Tee Upstate South Carolina,10 Reach Road,SC,Greenville,29601,1
0011R00002RFrDnQAL,Greer Country Club,0013600000pYUxZAAW,First Tee Upstate South Carolina,2299 Gap Creek Road,SC,Greer,29651,1
0013600000pYWJuAAO,Griffith Park/The Barber Shop,0013600000pYUxCAAW,First Tee Los Angeles (Historical),4730 Crystal Springs Drive,CA,Los Angeles,90027,0
0013600001c1yFjAAI,Grinnell College Golf Course,0013600000s0SuNAAU,First Tee Central Iowa,933 13th Avenue,IA,Grinnell,50112,1
0013600001c1yO2AAI,Gross National Golf Club,0013600000s0SvHAAU,First Tee Minnesota,2201 St. Anthony Boulevard,MN,Minneapolis,55418,1
00136000014F3HgAAK,Grove Park Municipal Golf Course,0013600000s0SvTAAU,First Tee Central Mississippi,"1800 Walter ""Dutch"" Welch Drive",MS,Jackson,39213,0
0013600001c1yP0AAI,Grover Cleveland Golf Course,0013600000pYUxhAAG,First Tee Western New York,3781 Main Street,NY,Amherst,14226,1
0013600001c1yHhAAI,Grover Keeton Golf Course,0013600000s0SuKAAU,First Tee Greater Dallas,2323 Jim Miller Road,TX,Dallas,75227,1
0013600000pYWOQAA4,Gulf Harbour Yacht and Country Club,0013600000pYUxKAAW,First Tee Naples/Collier,14500 Vista River Drive,FL,Fort Myers,33908,0
0011R00002e3wXIQAY,Gulf Links,0013600000pYUxNAAW,First Tee Gulf Coast,3901 S McKenzie St,AL,Foley,36535,1
0011R00002BgCYcQAN,Gunpowder Golf Course,0013600000pXnGKAA0,"First Tee Greater Washington, DC",14300 Old Gunpowder Road,Maryland,Laurel,20707,0
0013600000pXnIIAA0,Gus Wortham Golf Course,0013600000pXnGBAA0,First Tee Greater Houston,7000 Capitol Street,TX,Houston,77011,1
0013600001c1yGtAAI,Gypsum Creek Golf Course,0013600000s0SuMAAU,First Tee Colorado Rocky Mountains,530 Cotton Ranch Drive,CO,Gypsum,81637,1
0011R00002aGUe1QAG,Gypsy Hill Golf Club,0013600000pYUx7AAG,First Tee Shenandoah Valley,1 Deaver Drive,VA,Staunton,24401,1
0011R00002W1pQwQAJ,Haas Family Golf,0013600000pYUxZAAW,First Tee Upstate South Carolina,8000 Pelham Rd,SC,Greenville,29615,1
0013600001c1yHnAAI,Hackberry Creek Country Club,0013600000s0SuKAAU,First Tee Greater Dallas,1901 W. Royal Lane,TX,Irving,75063,0
0013600001c1yOCAAY,Hadley Creek Golf Course and Learning Center,0013600000s0SvHAAU,First Tee Minnesota,2427 Hadley Valley road NE,MN,Rochester,55906,1
0013600001c1yIbAAI,Haggin Oaks Golf Complex,0013600000s0Sv6AAE,First Tee Greater Sacramento,3645 Fulton Ave,CA,Sacramento,95821,1
0013600001c1yKhAAI,Hamilton Golf Club,0013600000s0SuqAAE,First Tee Montana (Historical),1004 Golf Course Road,MT,Hamilton,59840,0
0011R00002DlkT8QAJ,Hamilton Mill Golf Club,0013600000s0Su8AAE,First Tee Metro Atlanta,1995 Hamilton Mill Pkwy,GA,Dacula,30019,1
0013600001ZFu83AAD,Hammock Beach Resort - Conservatory Course,0013600000pXnGEAA0,First Tee North Florida,300 Conservatory Drive,FL,Palm Coast,32137,1
0013600001c1yNKAAY,Hammock Creek Golf Club,0013600000s0SuOAAU,First Tee Florida Gold Coast,2400 SW Golden Bear Way,FL,Palm City,34990,0
0013600000s0RsEAAU,Hammond Youth Golf Academy at Lost Marsh,0013600000s0RnBAAU,First Tee Lake County,901 East 129 Street,IN,Hammond,46320,1
0011R000031YwQqQAK,HangTime Golf,0013600000pXnGFAA0,First Tee Greater Charlotte,3119 S New Hope Rd,NC,Gastonia,28056,1
0013600001dWulIAAS,Hank Haney Golf Ranch,0013600000s0SuKAAU,First Tee Greater Dallas,2791 South Stemmons Fwy,TX,Lewisville,75067,0
0013600001c1yKqAAI,Hanover Country Club,0013600000s0Sv9AAE,First Tee New Hampshire,36 Hilton Field Rd.,NH,Hanover,3755,0
0013600001X4YieAAF,Hansen Dam Golf Course,0013600000pYUxCAAW,First Tee Los Angeles (Historical),10400 Glenoaks Blvd,CA,Pacoima,91331,0
0013600001c1yMYAAY,Hansen Park Golf Course,0013600000s0SusAAE,First Tee Southeast Wisconsin,9800 Underwood Parkway,WI,Wauwatosa,53226,0
0013600000pYWNvAAO,Harbor Golf Course,0013600000pYUxCAAW,First Tee Los Angeles (Historical),1235 Figueroa PL,CA,Wilmington,90274,0
0013600001c1yL0AAI,Harbor Point Golf Club,0013600000s0SuCAAU,First Tee Northern Michigan,8475 Lakeshore Drive,MI,Harbor Springs,49740,1
0013600001gpHXsAAM,Harbor Shores Golf Club,0013600000pYUwjAAG,First Tee Benton Harbor,201 Graham Ave,MI,Benton Harbor,49022,1
0013600000pYWK5AAO,Harborside Int'l Golf Center,0013600000pYUwuAAG,First Tee Greater Chicago,11001 S Doty Avenue,IL,Chicago,60617,1
0013600001c1yGUAAY,Harbour Pointe Golf Club,0013600000pYUwkAAG,First Tee Coastal Carolinas,1105 Barkentine Drive,NC,New Bern,28562,1
0011R000029cjuaQAA,Harbour Ridge,0013600000s0SuOAAU,First Tee Florida Gold Coast,12600 Harbour Ridge Blvd,FL,Palm City,34990,0
0013600001c1yGHAAY,Harbour View Par 3,0013600000pYUwkAAG,First Tee Coastal Carolinas,901 Highway 17,SC,Little River,29566,1
0011R00001xCCiaQAG,Harris Park,0013600000pYUwvAAG,First Tee Greater Kansas City,4029 Wayne,MO,Kansas City,64110,1
0013600001jom6dAAA,Hart Ranch,0013600000pYUxXAAW,First Tee South Dakota,23645 Clubhouse Drive,SD,Rapid City,57702,0
0013600001c1yGqAAI,Harvard Gulch Golf Course,0013600000s0SuMAAU,First Tee Colorado Rocky Mountains,660 Lliff Ave.,CO,Denver,80205,1
0013600001c1yOwAAI,Harvest Hill Golf Club,0013600000pYUxhAAG,First Tee Western New York,3052 Transit Road,NY,Orchard Park,14127,1
0011R00002oNVIRQA4,Harvey Oaks,0013600000s0SuxAAE,First Tee Omaha,"15228 Shirley St
Omaha, NE 68114",NE,Omaha,68114,1
0011R000022LsgFQAS,Hawk Pointe Golf Club,0013600000pYUxRAAW,First Tee Raritan Valley,4 Clubhouse Drive,NJ,Washington,7882,0
0011R00002BdXMtQAN,Haystack Mountain Golf Course,0013600000s0SuMAAU,First Tee Colorado Rocky Mountains,5877 Niwot Road,CO,Longmont,80503,1
0013600001c1yKiAAI,Headwaters Golf Course,0013600000s0SuqAAE,First Tee Montana (Historical),225 North 7th Ave. East,MT,Three Forks,59752,0
0013600000vcExKAAU,Heart of America Golf Course,0013600000pYUwvAAG,First Tee Greater Kansas City,7501 Blue River Ridge Road,MO,Kansas City,64132,0
0013600000pYWNJAA4,Heart of America Golf Course,0013600000pYUwvAAG,First Tee Greater Kansas City,7501 Blue River Road,MO,Kansas City,64131,1
0011R00002NRVxvQAH,Heartwell Golf Course,0013600000pYUxCAAW,First Tee Los Angeles (Historical),6700 E Carson St,California,Long Beach,90808,0
0013600001c1yKSAAY,Hefner Golf Course,0013600000s0SuoAAE,First Tee Metropolitan Oklahoma City,4491 S. Lake Hefner Road,OK,Oklahoma City,73132,1
0013600001c1yFxAAI,Hemlock Springs Golf Club,0013600000pYUwoAAG,First Tee Cleveland,4654 Cork Cold Springs Road,OH,Geneva,44041,0
0011R00002e6svuQAA,Henderson Golf Club,0011R00002dVS0hQAG,First Tee Savannah,1 Al Henderson Drive,GA,Savannah,31419,1
0013600000pYWKkAAO,Henderson Golf Course,0013600000pYUxVAAW,First Tee Savannah (Historical),1 Al Henderson Drive,GA,Savannah,31419,0
0013600001c1yKAAAY,Hendricks Field Golf Course,0013600000s0SunAAE,First Tee Metropolitan New York,220 Franklin Avenue,NJ,Belleville,7109,0
0011R00002U6rBFQAZ,Hendricks Field Golf Course,0013600000s0SunAAE,First Tee Metropolitan New York,220 Franklin Ave,NJ,"Belleville,",7109,0
0013600001hZpKtAAK,Henry Horton State Park,0013600000pYUxIAAW,First Tee Tennessee,4358 Nashville Hwy,TN,Chapel Hill,37034,1
0013600001c1yLJAAY,Henson Creek Golf Course,0013600000pXnGKAA0,"First Tee Greater Washington, DC",1641 Tucker Rd,MD,Fort Washington,20744,1
0011R00002NSqokQAD,Heritage Golf Club,0013600000pXnGJAA0,First Tee Central Ohio,3525 Heritage Club Dr,OH,Hillard,43026,1
0013600001nQD5yAAG,Heritage Hills Golf Course,0013600000pYUwsAAG,First Tee Greater Baltimore,2700 Mt. Rose Avenue,PA,York,17402,0
0013600001c1yMmAAI,Heritage Isles GC,0013600000s0SvIAAU,First Tee Tampa Bay,10630 Plantation Bay Dr.,FL,Tampa,33647,1
0011R00002axppcQAA,Heritage Oaks Golf Club,0013600000pYUxbAAG,First Tee Golden Isles,126 Clipper Bay Road,GA,Brunswick,31523,1
0013600000pYWJHAA4,Heritage Oaks Golf Course,0013600000pYUx7AAG,First Tee Shenandoah Valley,680 Garbers Church Road,VA,Harrisonburg,22801,1
0011R00002fsM3lQAE,Heron Creek Golf and Country Club,0013600000pYUxUAAW,First Tee Sarasota/Manatee,5301 Heron Creek Blvd,FL,North Port,34287,1
0013600000pYWI9AAO,Heron Glen Golf Course,0013600000pYUxRAAW,First Tee Raritan Valley,110 State Highway 202 & 31,NJ,Ringoes,8551,1
0013600000pYWINAA4,Heron Lake Golf Course,0013600000pYUx0AAG,First Tee Greater Portland,3500 N. Victory Blvd,OR,Portland,97217,1
0011R00002mglSeQAI,Hesston Golf Course,0013600000s0RnCAAU,First Tee Greater Wichita,520 Yost Dr Hesston,KS,Hesston,67062-9064,1
0013600001c1yO0AAI,Hiawatha Golf Club,0013600000s0SvHAAU,First Tee Minnesota,4553 Longfellow Avenue,MN,Minneapolis,55407,1
001Hq000035cxosIAA,Hickory Hills Golf Club,0013600000pXnGGAA0,First Tee Indiana,1509 IN-135,IN,Brownstown,47220,1
0013600001jouwlAAA,Hickory Valley Practice Facility,0013600000pYUxIAAW,First Tee Tennessee,2453 Hickory Valley Road,TN,Chattanooga,37421,1
0011R00002b0QLxQAM,Hidden Creek Golf Course,0013600000s0SuoAAE,First Tee Metropolitan Oklahoma City,3210 Belaire Drive,OK,Midwest City,73110,1
0013600000pXnIfAAK,Hidden Hills Country Club,0013600000pXnGEAA0,First Tee North Florida,3901 Monument Rd,FL,Jacksonville,32225,1
0013600001c1yLCAAY,Hidden Valley Country Club,0013600000s0SueAAE,First Tee Northern Nevada,3575 E. Hidden Valley Drive,NV,Reno,89502,1
0013600001c1yLtAAI,Hidden Valley Golf Course,0013600000s0SvCAAU,First Tee Four Corners,29 Road 3025,NM,Aztec,87410,1
0013600000pYWN6AAO,Hiddenbrooke Golf Course,0013600000pYUwqAAG,First Tee Contra Costa,195 Hiddenbrooke Pkwy.,CA,Vallejo,94591,1
0013600001c1yO3AAI,Highland 9 Hole Course,0013600000s0SvHAAU,First Tee Minnesota,1797 Edgcumbe Road,MN,St. Paul,55116,1
0013600000pXnIAAA0,Highland Creek,0013600000pXnGFAA0,First Tee Greater Charlotte,7107 Highland Creek,NC,Charlotte,28269,1
0011R00002NSVHeQAP,Highland Golf & Country Club,0013600000pXnGGAA0,First Tee Indiana,1050 52nd Street,Indiana,Indianapolis,46228,1
0011R00002qF2R1QAK,Highland Golf Course,0013600000pYUx9AAG,First Tee Idaho,201 Von Elm,Idaho,Pocatello,83201,1
0013600000pYWL5AAO,Highland Greens Golf Course,0013600000pYUwpAAG,First Tee Connecticut,122 Cook Rd.,CT,Prospect,6712,1
0011R000031ZvnRQAS,Highland Pacific Golf Course,0011R00002azqbjQAA,First Tee British Columbia,450 Creed Rd,BC,Victoria,V9B 6C9,1
001Hq000036od34IAA,Highland Park Golf Course,001Hq000036njqtIAA,First Tee Birmingham,3300 Highland Ave,AL,Birmingham,35205,1
0011R00002oNOJPQA4,Highland Park Golf Course,0013600000pYUwoAAG,First Tee Cleveland,3550 Green Rd,OH,Highland Hills,44122,1
0013600001c1yNxAAI,Highland Park National Golf Club,0013600000s0SvHAAU,First Tee Minnesota,1403 Montreal Avenue,MN,St Paul,55116,1
0013600000pYWL0AAO,Highland Ridge Golf Course,0013600000pYUxLAAW,First Tee Northeast Wisconsin,3640 Sand Acres Drive,WI,De Pere,54115,1
0013600001c1yLTAAY,Highland Springs Golf Course,0013600000s0Sv3AAE,First Tee Quad Cities,9500 35th St. West,IL,Rock Island,61201,1
001Hq000039SfaIIAS,Highlands Golf Course,0013600000s0SvDAAU,First Tee South Puget Sound,1400 N Highlands Pkwy,WA,Tacoma,98406,1
0013600000s0RsDAAU,Highlands Golf Park,0013600000s0RnAAAU,First Tee Virginia Blue Ridge,10421 Seminole Trail (Route 29),VA,Ruckersville,22968,1
0013600001c1yH7AAI,Highlands Ranch Golf Club,0013600000s0SuMAAU,First Tee Colorado Rocky Mountains,9000 Creekside Way,CO,Highlands Ranch,80129,1
0011R00002cLQ4kQAG,Highlands Reserve Golf Club,0013600000pXnGIAA0,First Tee Central Florida,500 Highlands Reserve Blvd,FL,Davenport,33897,0
0011R00002wTZCLQA4,Hilaman Golf Course,0011R00002wTYDEQA4,First Tee Tallahassee,2737 N Blair Stone Road,FL,Tallahassee,32301,1
0013600001c1yKgAAI,Hilands Golf Club,0013600000s0SuqAAE,First Tee Montana (Historical),714 Poly Drive,MT,Billings,59102,0
0013600000pXnHkAAK,Hillandale Golf Course,0013600000pXnGDAA0,First Tee Triangle,1600 Hillandale Road,NC,Durham,27705,1
0013600001A0tfjAAB,Hillcrest Golf & Country Club,0013600000pYUxXAAW,First Tee South Dakota,2206 Mulberry Street,SD,Yankton,57078,0
0011R00002LgokHQAR,Hills Golf Academy,0013600000s0SuZAAU,First Tee Japan (Historical),"3-21-6 Toranomon, Minato-ku",,Tokyo,105-0001,1
0011R00002oMxDpQAK,Hilly Haven GC,0013600000pYUxLAAW,First Tee Northeast Wisconsin,5911 Co Rd PP,WI,De Pere,54115,1
0013600001c1yNBAAY,Hilton Head Campus,0013600000s0SufAAE,First Tee The Lowcountry,151 Gumtree Rd.,SC,Hilton Head,29926,1
0011R00002aFHKYQA4,Himeji-Aioi CC,0013600000s0SuZAAU,First Tee Japan (Historical),"814-4 Yanocho, Aioi",,Hyogo,678-0091,1
0011R000026TVB2QAO,Historic Black Knight Municipal Park,0013600000pYUxgAAG,First Tee West Virginia,2400 South Kanawha Street,WV,Beckley,25801,1
0013600001c1yHBAAY,Historic City Park,0013600000s0SuQAAU,First Tee East Baton Rouge Parish,1515 Dalrymple Road,LA,Baton Rouge,70808,1
0013600001c1yJVAAY,Hoakalei Country Club,0013600000s0DYFAA2,First Tee Hawaii,Keoneula Blvd,HI,Ewa Beach,96706,1
0013600000pYWNkAAO,Hobbits Glen Golf Facility,0013600000pYUx8AAG,First Tee Howard County,11130 Willow Bottom Drive,MD,Columbia,21044,0
0013600000pYWL9AAO,Hodge Park,0013600000pYUwvAAG,First Tee Greater Kansas City,7000 NE Barry Rd.,MO,Kansas City,64156,1
0011R00002LfN4WQAV,Hogan Park Golf Course,0011R00002Dl9orQAB,First Tee West Texas,3600 N. Fairgrounds Rd,TX,Midland,79705,1
0011R00001xCCjEQAW,Holland Middle School,0013600000s0SvPAAU,First Tee West Michigan,373 East 24th Street,MI,Holland,49423,1
0011R000031axXvQAI,Hollinger Golf Club,0011R00002e5u9CQAQ,First Tee Ontario,555 Moneta Avenue,Ontario,Timmins,P4N 7C2,1
0013600001c1yNTAAY,Hollywood Beach Golf Club,0013600000s0SuOAAU,First Tee Florida Gold Coast,1600 Johnson Street,FL,Hollywood,33020,1
0013600000pYWItAAO,Hollywood Golf Club,0013600000pYUxNAAW,First Tee Gulf Coast,100 Fairway Blvd.,FL,Panama City Beach,32407,1
0013600000pYWJ9AAO,Hombre Golf Club,0013600000pYUxNAAW,First Tee Gulf Coast,120 Coyote Pass,FL,Panama City Beach,32407,1
0011R00002LgoF4QAJ,Home Office of First Tee - Japan,0013600000s0SuZAAU,First Tee Japan (Historical),6-14-5 Shinbashi Minato-ku,,Tokyo,1050004,1
0011R000031bKIRQA2,Honeybrook Golf Club,0013600000pYUwzAAG,First Tee Greater Philadelphia,1422 Cambridge Rd,PA,Honey Brook,19344,1
0011R000035bYHqQAM,Hooper Golf Course,0013600000s0Sv9AAE,First Tee New Hampshire,166 Prospect Hill Road,NH,PO Box 1012 Walpole,3608,1
0013600001c1yGaAAI,Hooper's Landing Golf Course,0013600000s0SvOAAU,First Tee Delaware,1019 West Locust Street,DE,Seaford,19973,1
0013600001Q5kHtAAJ,Hopewell Valley Golf Club,0013600000pYUx4AAG,First Tee Greater Trenton,114 Pennington - Hopewell Road,NJ,Hopewell,8525,0
0013600000pYWN7AAO,Horesheads Central School District,0013600000pXnGCAA0,First Tee Corning (Historical),950 Sing Sing Rd.,NY,Horseheads,14845,0
0013600001c1yF2AAI,Houndslake Country Club,0013600000s0Su5AAE,First Tee Aiken,901 Houndslake Drive,SC,Aiken,29803,1
0013600001c1yHEAAY,Howell Park Golf Course,0013600000s0SuQAAU,First Tee East Baton Rouge Parish,5511 Winborne Avenue,LA,Baton Rouge,70805,1
0011R000031bbIzQAI,Hubbard Golf Course,0013600000s0SvNAAU,First Tee Utah,7005 Golf Course Dr,Utah,Hill Air Force Base,84056,1
0011R00002U6yE2QAJ,Hulman Links Golf Course,0013600000pXnGGAA0,First Tee Indiana,990 Chamberlin St,IN,Terre Haute,47803,1
001Hq000036mnusIAA,Humber River Golf Club,0011R00002oOfVSQA0,First Tee Atlantic,21 Airport Road,NFL,Deer Lake,A8A 1A4,1
0011R000031axdCQAQ,Humber Valley Golf Course,0011R00002e5u9CQAQ,First Tee Ontario,40 Beattie Ave,ON,Etobicoke,M9W 2M3,1
0011R00002frl9dQAA,Hunter Golf Club,0011R00002dVS0hQAG,First Tee Savannah,1546 Perimeter Road #8205,GA,Savannah,31409,1
0013600000pYWOlAAO,Hunter Golf Course,0013600000pYUxVAAW,First Tee Savannah (Historical),1546 South Perimeter Rd.,GA,Savannah,31409,0
0011R00002V9WkmQAF,Hunter Ranch Golf Course,0013600000s0SuFAAU,First Tee Central Coast,4041 Highway 46 East,CA,Paso Robles,93446,1
0013600000pXnGqAAK,Hunter?s Creek Golf Club,0013600000pXnGIAA0,First Tee Central Florida,14401 Sports Club Way,FL,Orlando,32837,0
0011R00002vtbk2QAA,Hunter's Creek,0013600000pXnGIAA0,First Tee Central Florida,14401 Sports Club Way,FL,Orlando,32837,0
0011R00002t6Ln8QAE,Huntingburg Country Club,0013600000pXnGGAA0,First Tee Indiana,739 W 3rd St,IN,Huntingburg,47542,1
0013600001c1yK0AAI,Hyannis Golf Course,0013600000s0SukAAE,First Tee Massachusetts,1840 Iyannough Road,MA,Hyannis,2601,1
0011R00002H1R8AQAV,Hyatt Hill Country Club,0013600000pYUx2AAG,First Tee Greater San Antonio,9800 Hyatt Resort Dr,TX,San Antonio,78251,1
0013600001c1yOPAAY,Hyland Hills,0013600000s0SvHAAU,First Tee Minnesota,8800 Chalet Drive,MN,Bloomington,55438,1
0011R00002U6yG6QAJ,Idle Creek Golf Club,0013600000pXnGGAA0,First Tee Indiana,5353 Ryanne Marie Ln,IN,Terre Haute,47802,1
0013600001c1yHGAAY,IMA Brookwood Golf Club,0013600000s0SuPAAU,First Tee Eastern Michigan,6045 Davison Road,MI,Burton,48509,1
0013600001c1yMuAAI,Indian Canyon Golf Course,0013600000s0Su7AAE,First Tee Coachella Valley,1097 Murray Canyon Dr.,CA,Palm Springs,92264,0
0011R00002BebI8QAJ,Indian Canyon Golf Course,0013600000s0SvUAAU,First Tee Inland Northwest,1000 South Assembly Road,WA,Spokane,99224,0
0013600001c1yJdAAI,Indian Lakes Golf Club,0013600000pYUx9AAG,First Tee Idaho,4700 S. Umatilla Ave.,ID,Boise,83709,0
0011R00002cMWRMQA4,Indian Ridge Golf Club,0013600000s0SuyAAE,First Tee Greater Cincinnati & Northern Kentucky,2600 Oxford Millville Road,OH,Oxford,45056,1
0013600000pYWHwAAO,Indian Ridge Golf Club,0013600000pYUwxAAG,First Tee Greater Miami Valley (Historical),2600 Oxford-Millville Road,OH,Oxford,45056,0
0011R00002cJh9cQAC,Indian River Golf Club,0013600000s0SuCAAU,First Tee Northern Michigan,3301 Chippewa Beach RD,MI,Indian River,49749,1
0011R000031aY4rQAE,Indian Springs Metropark,0013600000s0SupAAE,First Tee Greater Detroit,5100 Indian Trail,MI,White Lake,48386,1
0013600001iOoVcAAK,Indian Trails Golf Course,0013600000s0SvPAAU,First Tee West Michigan,2776 Kalamazoo Ave SE,MI,Grand Rapids,49507,1
0013600001c1yGGAAY,Indian Wells Golf Club,0013600000pYUwkAAG,First Tee Coastal Carolinas,100 Wood Lake Drive,SC,Surfside Beach,29575,1
0013600001VZZx6AAH,Indoor Golf & Sports Training Center,0013600000pXnGCAA0,First Tee Corning (Historical),3300 Chambers Road Suite 5127,NY,Horeseheads,14845,0
0011R00002NS24eQAD,Indoor Learning Center,0013600000s0SvUAAU,First Tee Inland Northwest,"11711 E Sprague Avenue, Suite D-2",WA,Spokane,99206,0
0013600000pYWJDAA4,Indoor Learning Center,0013600000pYUxOAAW,First Tee Southern Colorado,525 N. Academy Blvd.,CO,Colorado Springs,80909,1
0013600000pYWM4AAO,Ingleside GC,0013600000pYUwzAAG,First Tee Greater Philadelphia,104 Horseshoe Drive,PA,Thorndale,19372,0
0011R00002kXYGcQAO,Inkster Valley Golf Course,0013600000s0SupAAE,First Tee Greater Detroit,2150 Middlebelt Road,MI,Inkster,48141,1
0011R000031ZA03QAG,Inland Leaders Charter School- Bryant Street,0013600000s0SubAAE,First Tee Inland Empire,13456 Bryant St,CA,Yucaipa,92399,1
0011R000031ZA0SQAW,Inland Leaders Charter School- California Street,0013600000s0SubAAE,First Tee Inland Empire,12375 California St,CA,Yucaipa,92399,1
0013600000veGRLAA2,Inn of the Mountain Gods,0013600000pYUxYAAW,First Tee Southeastern New Mexico,287 Carrizo Canyon Road,NM,Mescalero,88340,1
0011R00002iTx8PQAS,Innovator's Clubhouse at WGV,0013600000pXnGEAA0,First Tee North Florida,"101 E Town Place
Suite 100",FL,St. Augustine,32092,1
0013600001c1yKUAAY,International Links Miami Melreese Golf Club,0013600000pYUxGAAW,First Tee Miami,1802 Northwest 37th Ave,FL,Miami,33125,1
0013600000pYWKtAAO,Inverness Club,0013600000pYUxAAAW,First Tee Lake Erie,4601 Dorr St.,OH,Toledo,43615,0
0013600000pYWKhAAO,Iron Horse Golf Course,0013600000pYUwvAAG,First Tee Greater Kansas City,15400 Mission Rd,KS,Leawood,66224,1
0013600001c1yNqAAI,Iron Play Par 3 Links,0013600000pYUxeAAG,First Tee Central Carolina,6261 Lake Brandt Road,NC,Summerfield,27358,1
0011R00002wTJ4uQAG,Ironclad Golf,0013600000s0SvQAAU,First Tee Greater Wilmington,2368 Country Club Drive,North Carolina,Hampstead,28443,1
0011R00002cL5OGQA0,Irving Golf Club,0013600000s0SuKAAU,First Tee Greater Dallas,2000 E Shady Grove Rd,TX,Irving,75060,0
